epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,,,58,,,,,,0.39754828810691833
,,,59,,,,,,0.45879656076431274
,,,60,,,,,,0.3767477869987488
,,,61,,,,,,0.3945198059082031
,,,62,,,,,,0.3703380823135376
8,0.9046235084533691,0.9075301885604858,125,,,,,0.4148857593536377,
8,,,125,,,0.3627212941646576,,,
9,,,129,,,,0.4252990186214447,,
9,,,139,,,,0.3195115923881531,,
,,,63,,,,,,0.33041077852249146
,,,64,,,,,,0.4016936421394348
,,,65,,,,,,0.3869020640850067
,,,66,,,,,,0.41937392950057983
,,,67,,,,,,0.3508615791797638
,,,68,,,,,,0.37957847118377686
,,,69,,,,,,0.35718095302581787
9,0.9472734928131104,0.9459090828895569,139,,,,,0.37634050846099854,
9,,,139,,,0.359418123960495,,,
10,,,149,,,,0.34438976645469666,,
,,,70,,,,,,0.3364446759223938
,,,71,,,,,,0.38633397221565247
,,,72,,,,,,0.38391542434692383
,,,73,,,,,,0.41378700733184814
,,,74,,,,,,0.34533199667930603
,,,75,,,,,,0.37574660778045654
,,,76,,,,,,0.34955495595932007
10,0.9473504424095154,0.9463507533073425,153,,,,,0.3715328872203827,
10,,,153,,,0.344351589679718,,,
11,,,159,,,,0.3184398114681244,,
,,,77,,,,,,0.3471570611000061
,,,78,,,,,,0.3895125091075897
,,,79,,,,,,0.4085482358932495
,,,80,,,,,,0.42319920659065247
,,,81,,,,,,0.34292078018188477
,,,82,,,,,,0.3586588203907013
,,,83,,,,,,0.3345157206058502
11,0.9472734928131104,0.9459090828895569,167,,,,,0.37457704544067383,
11,,,167,,,0.33448392152786255,,,
12,,,169,,,,0.36053797602653503,,
12,,,179,,,,0.32152730226516724,,
,,,84,,,,,,0.3481849431991577
,,,85,,,,,,0.4132620692253113
,,,86,,,,,,0.4063524603843689
,,,87,,,,,,0.42833518981933594
,,,88,,,,,,0.3420006036758423
,,,89,,,,,,0.354557067155838
,,,90,,,,,,0.3272145688533783
12,0.9377777576446533,0.9368191957473755,181,,,,,0.37740960717201233,
12,,,181,,,0.3345274031162262,,,
13,,,189,,,,0.3177446722984314,,
,,,91,,,,,,0.326488733291626
,,,92,,,,,,0.3995477855205536
,,,93,,,,,,0.38522154092788696
,,,94,,,,,,0.42847755551338196
,,,95,,,,,,0.3377820551395416
,,,96,,,,,,0.3549247980117798
,,,97,,,,,,0.3278653919696808
13,0.9520285129547119,0.9505869746208191,195,,,,,0.3682844638824463,
13,,,195,,,0.33292797207832336,,,
14,,,199,,,,0.3489286005496979,,
14,,,209,,,,0.31472888588905334,,
,,,98,,,,,,0.3327839970588684
,,,99,,,,,,0.4293786883354187
,,,100,,,,,,0.40181586146354675
,,,101,,,,,,0.41889646649360657
,,,102,,,,,,0.32761234045028687
,,,103,,,,,,0.35220080614089966
,,,104,,,,,,0.322264164686203
14,0.9426020383834839,0.941929042339325,209,,,,,0.3724132478237152,
14,,,209,,,0.32922348380088806,,,
15,,,219,,,,0.3172161877155304,,
,,,105,,,,,,0.3277324438095093
,,,106,,,,,,0.3978637754917145
,,,107,,,,,,0.39981767535209656
,,,108,,,,,,0.41415858268737793
,,,109,,,,,,0.3448342978954315
,,,110,,,,,,0.3516695201396942
,,,111,,,,,,0.3274660110473633
15,0.9472734928131104,0.9459090828895569,223,,,,,0.3688039481639862,
15,,,223,,,0.3291524648666382,,,
16,,,229,,,,0.34686174988746643,,
,,,112,,,,,,0.33384737372398376
,,,113,,,,,,0.391856849193573
,,,114,,,,,,0.39289590716362
,,,115,,,,,,0.41555118560791016
,,,116,,,,,,0.3441268801689148
,,,117,,,,,,0.35173773765563965
,,,118,,,,,,0.3269686698913574
16,0.9425234794616699,0.9413207173347473,237,,,,,0.3678378462791443,
16,,,237,,,0.32803404331207275,,,
17,,,239,,,,0.3221384286880493,,
17,,,249,,,,0.31500372290611267,,
,,,119,,,,,,0.3293752074241638
,,,120,,,,,,0.38127702474594116
,,,121,,,,,,0.3886326551437378
,,,122,,,,,,0.41288673877716064
,,,123,,,,,,0.34490838646888733
,,,124,,,,,,0.3508360981941223
,,,125,,,,,,0.32631954550743103
17,0.9472734928131104,0.9459090828895569,251,,,,,0.3644145727157593,
17,,,251,,,0.3279857933521271,,,
18,,,259,,,,0.31421753764152527,,
,,,126,,,,,,0.32346463203430176
,,,127,,,,,,0.37848612666130066
,,,128,,,,,,0.3797191381454468
,,,129,,,,,,0.4104051887989044
,,,130,,,,,,0.347464919090271
,,,131,,,,,,0.35077986121177673
,,,132,,,,,,0.3287014365196228
18,0.9567891359329224,0.9553571343421936,265,,,,,0.36193743348121643,
18,,,265,,,0.32462233304977417,,,
19,,,269,,,,0.3163556754589081,,
19,,,279,,,,0.3153526782989502,,
,,,133,,,,,,0.33905330300331116
,,,134,,,,,,0.38447222113609314
,,,135,,,,,,0.37844395637512207
,,,136,,,,,,0.4119102358818054
,,,137,,,,,,0.3463301658630371
,,,138,,,,,,0.3496224284172058
,,,139,,,,,,0.3276613652706146
19,0.9520285129547119,0.9505869746208191,279,,,,,0.3648216128349304,
19,,,279,,,0.3227079212665558,,,
,,,0,,0.33905330300331116,,,,
,,,1,,0.38447222113609314,,,,
,,,2,,0.37844395637512207,,,,
,,,3,,0.4119102358818054,,,,
,,,4,,0.3463301658630371,,,,
,,,5,,0.3496224284172058,,,,
,,,6,,0.3276613652706146,,,,
20,,,280,0.3648216128349304,,,,,
