epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
13,,,189,,,,0.32948288321495056,,
,,,91,,,,,,0.3243190050125122
,,,92,,,,,,0.34123939275741577
,,,93,,,,,,0.3703169524669647
,,,94,,,,,,0.4330296218395233
,,,95,,,,,,0.38506799936294556
,,,96,,,,,,0.37992244958877563
,,,97,,,,,,0.4496622085571289
13,0.9335362315177917,0.9302831292152405,195,,,,,0.37894555926322937,
13,,,195,,,0.3343557119369507,,,
14,,,199,,,,0.33996179699897766,,
14,,,209,,,,0.3798448145389557,,
,,,98,,,,,,0.31873053312301636
,,,99,,,,,,0.33801567554473877
,,,100,,,,,,0.3574153482913971
,,,101,,,,,,0.4154420495033264
,,,102,,,,,,0.38321414589881897
,,,103,,,,,,0.4026769995689392
,,,104,,,,,,0.49398359656333923
14,0.922450065612793,0.9237037301063538,209,,,,,0.3799406588077545,
14,,,209,,,0.333790123462677,,,
15,,,219,,,,0.33890870213508606,,
,,,105,,,,,,0.3381209373474121
,,,106,,,,,,0.3378651440143585
,,,107,,,,,,0.3627747893333435
,,,108,,,,,,0.4424822926521301
,,,109,,,,,,0.3666332960128784
,,,110,,,,,,0.38825523853302
,,,111,,,,,,0.4364016652107239
15,0.9335362315177917,0.9302831292152405,223,,,,,0.37814974784851074,
15,,,223,,,0.3298991322517395,,,
16,,,229,,,,0.3228300213813782,,
,,,112,,,,,,0.33911752700805664
,,,113,,,,,,0.34051018953323364
,,,114,,,,,,0.37333908677101135
,,,115,,,,,,0.45867401361465454
,,,116,,,,,,0.3731065094470978
,,,117,,,,,,0.3793729841709137
,,,118,,,,,,0.4331262409687042
16,0.9237121939659119,0.9188917875289917,237,,,,,0.38213393092155457,
16,,,237,,,0.3317139148712158,,,
17,,,239,,,,0.31458282470703125,,
17,,,249,,,,0.3205832839012146,,
,,,119,,,,,,0.3486383557319641
,,,120,,,,,,0.3415200114250183
,,,121,,,,,,0.3728485703468323
,,,122,,,,,,0.4585316777229309
,,,123,,,,,,0.37302693724632263
,,,124,,,,,,0.3816058337688446
,,,125,,,,,,0.43135106563568115
17,0.9286130666732788,0.9245192408561707,251,,,,,0.3838180899620056,
17,,,251,,,0.3266223669052124,,,
18,,,259,,,,0.3155113458633423,,
,,,126,,,,,,0.34696346521377563
,,,127,,,,,,0.34213724732398987
,,,128,,,,,,0.37589943408966064
,,,129,,,,,,0.45139947533607483
,,,130,,,,,,0.38790789246559143
,,,131,,,,,,0.3833589553833008
,,,132,,,,,,0.4497688114643097
18,0.9237121939659119,0.9188917875289917,265,,,,,0.387148380279541,
18,,,265,,,0.32353976368904114,,,
19,,,269,,,,0.31524956226348877,,
19,,,279,,,,0.31359440088272095,,
,,,133,,,,,,0.33854830265045166
,,,134,,,,,,0.3430684804916382
,,,135,,,,,,0.37404412031173706
,,,136,,,,,,0.4487993121147156
,,,137,,,,,,0.38886481523513794
,,,138,,,,,,0.384627103805542
,,,139,,,,,,0.4659930467605591
19,0.9130858182907104,0.9099913239479065,279,,,,,0.3870587944984436,
19,,,279,,,0.32204797863960266,,,
,,,0,,0.33854830265045166,,,,
,,,1,,0.3430684804916382,,,,
,,,2,,0.37404412031173706,,,,
,,,3,,0.4487993121147156,,,,
,,,4,,0.38886481523513794,,,,
,,,5,,0.384627103805542,,,,
,,,6,,0.4659930467605591,,,,
20,,,280,0.3870587944984436,,,,,
