2025-02-03 09:10:16.408153,0.400390625,1.212890625,-0.5029296875,-237.5625,-31.5625,-214.75
2025-02-03 09:10:16.427617,0.3134765625,1.158203125,-0.4384765625,-193.4375,-34.8125,-214.4375
2025-02-03 09:10:16.428619,0.197265625,1.181640625,-0.41796875,-169.5,-41.34375,-217.65625
2025-02-03 09:10:16.445615,0.0849609375,1.166015625,-0.421875,-165.53125,-64.21875,-225.53125
2025-02-03 09:10:16.464950,0.03125,1.103515625,-0.40625,-172.4375,-93.21875,-238.53125
2025-02-03 09:10:16.483566,0.1142578125,0.994140625,-0.359375,-180.1875,-131.0,-247.8125
2025-02-03 09:10:16.502145,0.224609375,0.853515625,-0.27734375,-189.03125,-159.6875,-244.21875
2025-02-03 09:10:16.521732,0.3017578125,0.6748046875,-0.2138671875,-188.1875,-177.1875,-230.53125
2025-02-03 09:10:16.522739,0.3212890625,0.5673828125,-0.1376953125,-175.4375,-187.03125,-216.375
2025-02-03 09:10:16.539867,0.3037109375,0.5146484375,-0.029296875,-148.40625,-192.53125,-200.40625
2025-02-03 09:10:16.557859,0.2919921875,0.5029296875,0.001953125,-115.0625,-200.03125,-182.21875
2025-02-03 09:10:16.577172,0.328125,0.4833984375,0.0166015625,-91.375,-214.5,-163.96875
2025-02-03 09:10:16.578882,0.3798828125,0.4560546875,0.068359375,-73.1875,-231.8125,-145.21875
2025-02-03 09:10:16.595856,0.458984375,0.4208984375,0.1044921875,-56.71875,-253.96875,-129.09375
2025-02-03 09:10:16.614856,0.5498046875,0.37109375,0.1552734375,-37.375,-272.15625,-116.46875
2025-02-03 09:10:16.634558,0.666015625,0.3212890625,0.25390625,-9.0625,-281.03125,-105.125
2025-02-03 09:10:16.635553,0.7578125,0.310546875,0.3408203125,32.15625,-273.875,-96.21875
2025-02-03 09:10:16.652727,0.8154296875,0.3486328125,0.431640625,70.0,-256.3125,-83.21875
2025-02-03 09:10:16.671308,0.826171875,0.42578125,0.5146484375,101.375,-237.5,-64.09375
2025-02-03 09:10:16.689716,0.8388671875,0.5341796875,0.5595703125,124.125,-222.1875,-43.03125
2025-02-03 09:10:16.708721,0.8125,0.6640625,0.5927734375,137.1875,-213.75,-22.28125
2025-02-03 09:10:16.728441,0.7685546875,0.78515625,0.6552734375,132.5625,-210.46875,-5.09375
2025-02-03 09:10:16.729435,0.72265625,0.86328125,0.7431640625,116.875,-216.15625,7.125
2025-02-03 09:10:16.745925,0.650390625,0.9130859375,0.7939453125,93.4375,-235.0625,14.15625
2025-02-03 09:10:16.765639,0.6689453125,0.9638671875,0.841796875,61.15625,-259.0,13.59375
2025-02-03 09:10:16.783882,0.705078125,1.05859375,0.8994140625,25.5625,-279.625,15.625
2025-02-03 09:10:16.802593,0.6689453125,1.162109375,0.94140625,-1.46875,-276.6875,15.0625
2025-02-03 09:10:16.804582,0.626953125,1.2548828125,1.0283203125,-17.90625,-267.78125,10.0625
2025-02-03 09:10:16.821200,0.505859375,1.3759765625,1.146484375,-19.53125,-258.375,-11.5
2025-02-03 09:10:16.859462,0.3798828125,1.431640625,1.2880859375,-9.40625,-245.875,-46.34375
